Date,"('Close', '^GSPC')","('Log Returns', '')","('Realized Volatility', '')","('Close', '^VIX')","('Implied Volatility', '')",Risk-Free Rate
2015-02-03,2050.030029296875,0.014336238577453099,0.18097807504803892,17.329999923706055,0.17329999923706055,0.0002
2015-02-04,2041.510009765625,-0.0041647065724529616,0.16920285354367887,18.329999923706055,0.18329999923706056,0.0001
2015-02-05,2062.52001953125,0.010238810710909235,0.16878198953225235,16.850000381469727,0.16850000381469726,0.0002
2015-02-06,2055.469970703125,-0.00342402761187852,0.1653658413011797,17.290000915527344,0.17290000915527343,0.0002
2015-02-09,2046.739990234375,-0.004256239310481708,0.15396579667129545,18.549999237060547,0.18549999237060547,0.0001
2015-02-10,2068.590087890625,0.010618979554062366,0.15550684367430323,17.229999542236328,0.1722999954223633,0.0001
2015-02-11,2068.530029296875,-2.9034010158247172e-05,0.15231075485030904,16.959999084472656,0.16959999084472657,0.0001
2015-02-12,2088.47998046875,0.009598295065916026,0.15459304117932912,15.34000015258789,0.1534000015258789,0.0002
2015-02-13,2096.989990234375,0.004066459227779422,0.15245395379056026,14.6899995803833,0.146899995803833,0.0001
2015-02-17,2100.340087890625,0.0015962996977983961,0.14686823809600025,15.800000190734863,0.15800000190734864,0.0002
2015-02-18,2099.679931640625,-0.00031435862322874816,0.14170797385844588,15.449999809265137,0.15449999809265136,0.0002
2015-02-19,2097.449951171875,-0.0010626217157189283,0.14206757391152836,15.289999961853027,0.15289999961853026,0.0002
2015-02-20,2110.300048828125,0.006107842721055837,0.14251593072019136,14.300000190734863,0.14300000190734863,0.0002
2015-02-23,2109.659912109375,-0.000303385211985694,0.13407162162004901,14.5600004196167,0.145600004196167,0.0002
2015-02-24,2115.47998046875,0.002754972468831103,0.1320105900569696,13.6899995803833,0.136899995803833,0.0002
2015-02-25,2113.860107421875,-0.0007660169636026022,0.1321618755940931,13.84000015258789,0.13840000152587892,0.0002
2015-02-26,2110.739990234375,-0.00147711863025381,0.12135408092257544,13.90999984741211,0.1390999984741211,0.0003
2015-02-27,2104.5,-0.0029606830486323707,0.1092844447109364,13.34000015258789,0.13340000152587891,0.0002
2015-03-02,2117.389892578125,0.0061062381811330165,0.10711572509609862,13.039999961853027,0.13039999961853027,0.0002
2015-03-03,2107.780029296875,-0.004548872603817568,0.09518709042820696,13.859999656677246,0.13859999656677247,0.0002
2015-03-04,2098.530029296875,-0.004398161230154572,0.09041812060638911,14.229999542236328,0.14229999542236327,0.0001
2015-03-05,2101.0400390625,0.001195365251036089,0.07807030774140976,14.039999961853027,0.14039999961853028,0.0002
2015-03-06,2071.260009765625,-0.014275356362467066,0.09317185494260652,15.199999809265137,0.15199999809265136,0.0001
2015-03-09,2079.429931640625,0.003936662357975969,0.08741248357488267,15.0600004196167,0.15060000419616698,0.0002
2015-03-10,2044.1600341796875,-0.017106820937141425,0.10584074274936799,16.690000534057617,0.16690000534057617,0.0002
2015-03-11,2040.239990234375,-0.001919520676484767,0.10503631500504237,16.8700008392334,0.16870000839233398,0.0003
2015-03-12,2065.949951171875,0.012522702206037068,0.10766994390117827,15.420000076293945,0.15420000076293947,0.0003
2015-03-13,2053.39990234375,-0.006093237090196838,0.1096779596760159,16.0,0.16,0.0003
2015-03-16,2081.18994140625,0.013442909023855906,0.11476245368018867,15.609999656677246,0.15609999656677245,0.0005
2015-03-17,2074.280029296875,-0.0033256977077820026,0.11418240311233167,15.65999984741211,0.1565999984741211,0.0005
2015-03-18,2099.5,0.012085101501628708,0.12213428868343247,13.970000267028809,0.1397000026702881,0.0003
2015-03-19,2089.27001953125,-0.004884489126950175,0.12329406895971727,14.069999694824219,0.1406999969482422,0.0003
2015-03-20,2108.10009765625,0.008972382193259682,0.12728305501915546,13.020000457763672,0.13020000457763672,0.0001
2015-03-23,2104.419921875,-0.0017472566067133015,0.1256189092418889,13.40999984741211,0.1340999984741211,0.0003
2015-03-24,2091.5,-0.006158345701590925,0.12734455498138675,13.619999885559082,0.1361999988555908,0.0002
2015-03-25,2061.050048828125,-0.014665926527239062,0.13589815157474958,15.4399995803833,0.154399995803833,0.0004
2015-03-26,2056.14990234375,-0.0023803307374738966,0.1359420725943636,15.800000190734863,0.15800000190734864,0.0003
2015-03-27,2061.02001953125,0.0023657607295033602,0.1365359364866421,15.069999694824219,0.15069999694824218,0.0004
2015-03-30,2086.239990234375,0.012162382647149434,0.14384305338696898,14.510000228881836,0.14510000228881836,0.0004
2015-03-31,2067.889892578125,-0.008834686217530795,0.1446177292111854,15.289999961853027,0.15289999961853026,0.0003
2015-04-01,2059.68994140625,-0.0039732542018475255,0.14445975007995074,15.109999656677246,0.15109999656677245,0.0003
2015-04-02,2066.9599609375,0.0035234523037141535,0.14478624503372872,14.670000076293945,0.14670000076293946,0.0002
2015-04-06,2080.6201171875,0.006587072647165644,0.14687543251660662,14.739999771118164,0.14739999771118165,0.0003
2015-04-07,2076.330078125,-0.002064032708587167,0.1382462110808607,14.779999732971191,0.1477999973297119,0.0002
2015-04-08,2081.89990234375,0.0026789415573472003,0.1378764530734098,13.979999542236328,0.1397999954223633,0.0003
2015-04-09,2091.179931640625,0.004447575873625805,0.1235410463277539,13.09000015258789,0.1309000015258789,0.0003
2015-04-10,2102.06005859375,0.005189376899456221,0.1238182368252435,12.579999923706055,0.12579999923706053,0.0002
2015-04-13,2092.429931640625,-0.004591806820961145,0.11856652677132973,13.9399995803833,0.139399995803833,0.0003
2015-04-14,2095.840087890625,0.00162843225851382,0.11605964648022501,13.670000076293945,0.13670000076293945,0.0002
2015-04-15,2106.6298828125,0.005134989044995592,0.10810943464042017,12.84000015258789,0.1284000015258789,0.0002
2015-04-16,2104.989990234375,-0.0007787467579851993,0.10730753057565624,12.600000381469727,0.12600000381469725,0.0002
2015-04-17,2081.179931640625,-0.01137570418905323,0.10671790356144338,13.890000343322754,0.13890000343322753,0.0001
2015-04-20,2100.39990234375,0.009192748586536723,0.11037223660322683,13.300000190734863,0.13300000190734862,0.0003
2015-04-21,2097.2900390625,-0.001481702504767951,0.1058131651956018,13.25,0.1325,0.0003
2015-04-22,2107.9599609375,0.005074582853386292,0.10722215319755918,12.710000038146973,0.12710000038146974,0.0003
2015-04-23,2112.929931640625,0.0023549408425523675,0.10501405797921234,12.479999542236328,0.12479999542236328,0.0003
2015-04-24,2117.68994140625,0.0022502668247534868,0.08945948944632016,12.289999961853027,0.12289999961853028,0.0003
2015-04-27,2108.919921875,-0.004149913240734652,0.09057755326575864,13.119999885559082,0.13119999885559083,0.0002
2015-04-28,2114.760009765625,0.0027654044373465075,0.0906525381524929,12.40999984741211,0.12409999847412109,0.0002
2015-04-29,2106.85009765625,-0.003747348127573222,0.08288870288152915,13.390000343322754,0.13390000343322753,0.0001
2015-04-30,2085.510009765625,-0.010180553033248205,0.08489868072824701,14.550000190734863,0.14550000190734863,0.0001
